,Product,Price,Original Price,Discount,Rating,Rating & reviews,Category,Sub category,brand
19,GOPAL NAMKEEN Sing Bhujiya,₹85,₹90,5% off,4.3,(463),Grocery and Essentials,Snacks,GOPAL
20,GOPAL NAMKEEN Nylon Sev,₹43,₹45,4% off,4.1,(523),Grocery and Essentials,Snacks,GOPAL
21,Happilo Premium Cashews Roasted & Salted,₹291,₹395,26% off,4.3,"(3,223)",Grocery and Essentials,Snacks,Happilo
22,GOPAL NAMKEEN Sakkarpara,₹70,,,4.1,(798),Grocery and Essentials,Snacks,GOPAL
23,handmade chocolate 1KG Fresh Kolkata Bengali Style Yamm...,₹358,₹599,40% off,4.1,"(2,102)",Grocery and Essentials,Snacks,handmade
24,Medhyata Premium California Roasted Pistachios Large Li...,₹349,₹499,30% off,4,"(1,037)",Grocery and Essentials,Snacks,Medhyata
25,Farmley Himalayan Salted Makhana Roasted In Olive Oil,₹287,₹398,27% off,4.3,(678),Grocery and Essentials,Snacks,Farmley
26,GOPAL NAMKEEN Vanela Gathiya,₹40,,,4.2,(406),Grocery and Essentials,Snacks,GOPAL
27,PARLE Chatkeens Khatta Meetha Mixture,₹120,₹200,40% off,4.1,"(1,193)",Grocery and Essentials,Snacks,PARLE
28,Haldiram's Nagpur All In One Mixture (Pack of 4),₹190,₹200,5% off,4.3,(768),Grocery and Essentials,Snacks,Haldiram's
29,Bikano Bikaneri Bhujia,₹29,₹59,50% off,4.4,(903),Grocery and Essentials,Snacks,Bikano
30,"Tata Sampann Salted & Roasted Almonds, Flavourful & Cru...",₹269,₹299,10% off,4.5,(58),Grocery and Essentials,Snacks,Tata
31,Medhyata Premium California Roasted Pistachios Large Li...,₹209,₹249,16% off,3.9,"(6,111)",Grocery and Essentials,Snacks,Medhyata
32,Haldiram's Moong Dal (Pack of 1),₹247,₹260,5% off,4.4,"(1,699)",Grocery and Essentials,Snacks,Haldiram's
33,Farmley Cream & Onion Makhana Roasted In Olive Oil,₹287,₹398,27% off,4.4,(753),Grocery and Essentials,Snacks,Farmley
34,GOPAL NAMKEEN Farali Chivda,₹40,,,4.3,(275),Grocery and Essentials,Snacks,GOPAL
35,True Elements 7 in 1 Super Seeds and Nut Mix for weight...,₹149,,,4.3,"(1,351)",Grocery and Essentials,Snacks,True
36,"Tata Sampann Salted & Roasted Cashews, Flavourful & Cru...",₹292,₹329,11% off,4.5,(131),Grocery and Essentials,Snacks,Tata
37,GOPAL NAMKEEN Dal Moth,₹44,₹45,2% off,4,(669),Grocery and Essentials,Snacks,GOPAL
38,Tata Sampann High Protein Makhana-Premium Quality,₹284,₹319,10% off,4.5,(208),Grocery and Essentials,Snacks,Tata
39,meera KHATORI KHATTA MASALA AAMPAPAD (A PACK OF 20 POUC...,₹100,,,3.9,(15),Grocery and Essentials,Snacks,meera
40,"JKB Peanuts - Pure, Natural Moongphali Dana Ideal for S...",₹284,"₹1,199",76% off,3.6,(11),Grocery and Essentials,Snacks,JKB
41,Dhampur Green Gur Chana Channa Snacks with Natutral Jag...,₹243,₹270,10% off,4.2,(31),Grocery and Essentials,Snacks,Dhampur
42,"Organic Bites Jodhpuri Kaju Badam Laccha Cashew , Almon...",₹249,₹500,50% off,4,"(1,384)",Grocery and Essentials,Snacks,Organic
43,Farmley Snack Mix Dry Fruits (Mexican Peri Peri),₹419,₹499,16% off,4.1,(256),Grocery and Essentials,Snacks,Farmley
44,GOPAL NAMKEEN Ratlami Sev,₹40,,,4.2,(274),Grocery and Essentials,Snacks,GOPAL
45,Haldiram's Mini Samosa (Pack of 4),₹247,₹260,5% off,4.1,(872),Grocery and Essentials,Snacks,Haldiram's
46,"8AM Roasted Chana, Delicious and Highly Nutritious Snac...",₹135,₹150,10% off,4.3,(78),Grocery and Essentials,Snacks,8AM
47,"JKB Yellow Corn Ideal for Snacking, Cooking, and Adding...",₹220,₹299,26% off,,,Grocery and Essentials,Snacks,JKB
48,Royal foodery BHAKARWADI SMALL,₹327,₹799,59% off,4,"(1,234)",Grocery and Essentials,Snacks,Royal
49,Bikano Navratan Mixture,₹95,₹109,12% off,4.3,"(3,016)",Grocery and Essentials,Snacks,Bikano
50,STAR 555 Shahi Mix Namkeen | All In One Delicious Snack,₹269,₹335,19% off,4,(288),Grocery and Essentials,Snacks,STAR
51,STAR 555 Garlic Mix Namkeen | All In One Delicious Snac...,₹516,₹670,22% off,3.8,(29),Grocery and Essentials,Snacks,STAR
52,swiss naturals Roasted Unsalted Peanut,₹425,₹499,14% off,4.5,(134),Grocery and Essentials,Snacks,swiss
53,GOPAL NAMKEEN Nylon Gathiya,₹43,₹45,4% off,4.3,(206),Grocery and Essentials,Snacks,GOPAL
54,Bikaji All in One Kuch - Kuch,₹300,₹320,6% off,4.3,(259),Grocery and Essentials,Snacks,Bikaji
55,"Bikaji Asli Bikaneri Bhujia, 1Kg",₹320,₹350,8% off,4.4,"(1,322)",Grocery and Essentials,Snacks,Bikaji
56,Organic Purify Traditional Gujarati Style Mini Bhakarwa...,₹274,₹500,45% off,3.8,(275),Grocery and Essentials,Snacks,Organic
57,Madmix Jowar Millet Puffs- Mighty Masala Pack of 10,₹180,₹200,10% off,4.6,(5),Grocery and Essentials,Snacks,Madmix
58,Haldiram's Khatta Meetha,₹160,₹210,23% off,4.3,(537),Grocery and Essentials,Snacks,Haldiram's
59,Haldiram's All In One,₹27,₹55,50% off,4,(969),Grocery and Essentials,Snacks,Haldiram's
60,NATURE CONNECT Mini Bhakarwadi | Gujarati Style Mini Bh...,₹170,₹329,48% off,3.7,(406),Grocery and Essentials,Snacks,NATURE
61,"JKB Peanuts - Pure, Natural Moongphali Dana Ideal for S...",₹200,₹299,33% off,,,Grocery and Essentials,Snacks,JKB
62,NATURE CONNECT Mini Bhakarwadi | Gujarati Style Mini Bh...,₹189,₹359,47% off,3.7,(406),Grocery and Essentials,Snacks,NATURE
63,TONG GARDEN Party Snack,₹250,₹350,28% off,4.4,(567),Grocery and Essentials,Snacks,TONG
64,TONG GARDEN Salted Peanuts,₹237,₹350,32% off,4.2,(287),Grocery and Essentials,Snacks,TONG
65,Farmley Black Pepper | Thai Chilli | Classic Salted | R...,₹869,"₹1,137",23% off,4.4,(53),Grocery and Essentials,Snacks,Farmley
66,STAR 555 Mix Farsan Namkeen | All In One Delicious Snac...,₹405,₹670,39% off,3.9,(270),Grocery and Essentials,Snacks,STAR
67,"JKB Peanuts - Pure, Natural Moongphali Dana Ideal for S...",₹399,"₹1,599",75% off,,,Grocery and Essentials,Snacks,JKB
68,GOPAL NAMKEEN Garlic Sev Murmura,₹40,,,3.8,(117),Grocery and Essentials,Snacks,GOPAL
69,Bikaji All in One Kuch-Kuch,₹320,,,4.2,(54),Grocery and Essentials,Snacks,Bikaji
70,Adarsh Namkeen Dalsev Namkeen Normal Spicy Dalmoth Teat...,₹130,₹599,78% off,4.3,(9),Grocery and Essentials,Snacks,Adarsh
71,BiteRight Roasted Chana Hing Masala,₹129,₹299,56% off,3.3,(8),Grocery and Essentials,Snacks,BiteRight
72,Haldiram's Tasty,₹34,₹50,32% off,4.2,(278),Grocery and Essentials,Snacks,Haldiram's
73,Shree Namkeen Ratlami Sev 400 gm,₹189,₹200,5% off,4.2,(458),Grocery and Essentials,Snacks,Shree
74,Healthy Treat Roasted Makhana Himalayan Salt & Black Pe...,₹193,₹211,8% off,4.6,(34),Grocery and Essentials,Snacks,Healthy
75,Safe Products Kerala Homemade Spicy Mixture 1 Kg,₹549,₹699,21% off,4.1,(250),Grocery and Essentials,Snacks,Safe
76,Roasty Tasty MINTY LACHA 200G,₹199,,,3.7,(7),Grocery and Essentials,Snacks,Roasty
77,KMA Khakhra (Spicy Khakhra combo-pack of 5 flavors - 20...,₹425,₹450,5% off,3.4,(7),Grocery and Essentials,Snacks,KMA
78,Haldiram's Classic Gup Shup Peanut,₹40,₹56,28% off,4.3,(161),Grocery and Essentials,Snacks,Haldiram's
79,Farmley Makhana Roasted In Olive Oil,₹736,₹995,26% off,4.4,(666),Grocery and Essentials,Snacks,Farmley
80,KMA Jeera Khakhra (Pack of 3 x 200g),₹270,,,3.3,(7),Grocery and Essentials,Snacks,KMA
81,Roasty Tasty Peanuts Wasabi Pack of 2(150gm each) 300gm,₹255,₹298,14% off,4.3,(4),Grocery and Essentials,Snacks,Roasty
82,Haldiram's Bhel Puri (Pack of 2),₹209,₹220,5% off,4.3,(769),Grocery and Essentials,Snacks,Haldiram's
83,Dev Ghee Murukku,₹120,₹125,4% off,5,(3),Grocery and Essentials,Snacks,Dev
84,Haldiram's Nagpur Khatta Meetha 1kg (Pack Of 2),₹380,₹400,5% off,4.4,(327),Grocery and Essentials,Snacks,Haldiram's
85,Haldiram's Murukku,₹55,₹65,15% off,4.2,(100),Grocery and Essentials,Snacks,Haldiram's
86,Roasty Tasty Roasted Sweet & Sour Mixture Pudina Whole ...,₹149,,,4.3,(7),Grocery and Essentials,Snacks,Roasty
87,Roasty Tasty Chilli Chataka Lacha 400g,₹255,₹298,14% off,3.9,(8),Grocery and Essentials,Snacks,Roasty
88,Organic Bites Roasted SOYA Cups Katori Healthy Snacks |...,₹299,₹500,40% off,4.2,(29),Grocery and Essentials,Snacks,Organic
89,Yuvraj Food Product Tikha spicy mixture Namkeen 400 gm ...,₹145,₹300,51% off,4.1,(26),Grocery and Essentials,Snacks,Yuvraj
90,Roasty Tasty Roasted Jowar Mix Tangy Tomato Whole Grain...,₹130,₹149,12% off,4,(4),Grocery and Essentials,Snacks,Roasty
91,STAR 555 Garlic Mix & Mix Farsan Namkeen | All In One D...,₹512,₹670,23% off,3.9,(27),Grocery and Essentials,Snacks,STAR
92,"Bhujialalji Bikaneri Bhujia,Rajasthani Bhujia, Namkeen ...",₹280,,,4.3,(309),Grocery and Essentials,Snacks,Bhujialalji
93,Haldiram's Plain Bhujia,₹111,₹114,2% off,4.4,(126),Grocery and Essentials,Snacks,Haldiram's
94,Organic Bites Roasted Crunchy 7 Grain (Multigrain Mix -...,₹199,₹400,50% off,3.8,(332),Grocery and Essentials,Snacks,Organic
95,Seasonal Kart Homemade Cheese Jalapeno Flavored Chakli ...,₹235,₹499,52% off,4.1,(21),Grocery and Essentials,Snacks,Seasonal
96,Roasty Tasty Multigrain Snack of Whole Grain | Millets ...,₹249,,,3.2,(5),Grocery and Essentials,Snacks,Roasty
97,Roasty Tasty Peanuts Jalapeno Pack of 2(150gm each) 300...,₹243,₹298,18% off,4.7,(6),Grocery and Essentials,Snacks,Roasty
98,Beyond Snack Flavoured Savoury snacks from Banana,₹258,₹360,28% off,4.1,(754),Grocery and Essentials,Snacks,Beyond
99,Healthy Treat Roasted Green Moong Snacks 300 gm (Pack o...,₹190,₹210,9% off,4,(47),Grocery and Essentials,Snacks,Healthy
100,Roasty Tasty Jowar Flakes Mixture,₹299,₹300,,3.8,(14),Grocery and Essentials,Snacks,Roasty
101,Roasty Tasty Salted Roasted Cashew Nuts 150g | Premium ...,₹237,₹249,4% off,5,(3),Grocery and Essentials,Snacks,Roasty
102,handmade chocolate New style crispy yummy tasty khatta ...,₹199,₹399,50% off,4,(257),Grocery and Essentials,Snacks,handmade
103,Haldiram's Mixture,₹29,₹45,35% off,4.2,(359),Grocery and Essentials,Snacks,Haldiram's
104,Chitale Bandhu Bakarwadi,₹110,,,4.4,(54),Grocery and Essentials,Snacks,Chitale
105,Haldiram's Mini Bhakhar Badi,₹60,,,4.2,(145),Grocery and Essentials,Snacks,Haldiram's
106,KMA Dry Kachori | Jamnagar's Famous Kachori | Jamnagari...,₹220,,,3.8,(79),Grocery and Essentials,Snacks,KMA
107,JOLKHABAR Tok Jhal Misti and Jhal Chanachur Combo Pack ...,₹445,₹799,44% off,3.7,(21),Grocery and Essentials,Snacks,JOLKHABAR
108,Haldiram's Nagpur Salted Peanuts Standy,₹270,₹300,10% off,3.8,(140),Grocery and Essentials,Snacks,Haldiram's
109,Haldiram's Nagpur Soya Sticks Standy (Pack of 2) (200g*...,₹285,₹300,5% off,4.3,(178),Grocery and Essentials,Snacks,Haldiram's
110,Roasty Tasty Falahari Mix Roasted Namkeen,₹198,₹199,,,,Grocery and Essentials,Snacks,Roasty
111,Tasty Giants Roasted & Salted Cashews | Oil-Free | Dry ...,₹575,₹600,4% off,4.1,(7),Grocery and Essentials,Snacks,Tasty
112,Haldiram's Cornflakes Mixture,₹76,₹80,5% off,4.4,(659),Grocery and Essentials,Snacks,Haldiram's
113,Nature's Bridge Chana Jor Garam / Low Fat Black Chana J...,₹119,₹399,70% off,4.1,(83),Grocery and Essentials,Snacks,Nature's
114,"LJLTraders Fresh Kerala Banana Chips (Upperi)- 300 g, P...",₹299,₹599,50% off,4.3,(12),Grocery and Essentials,Snacks,LJLTraders
115,GOPAL NAMKEEN Nylon Chivda,₹44,₹45,2% off,4.1,(218),Grocery and Essentials,Snacks,GOPAL
116,Roasty Tasty CRUCHY MUNCHY SWEET & SPICY 400gm,₹255,₹298,14% off,,,Grocery and Essentials,Snacks,Roasty
117,Roasty Tasty Khatta Meetha Roasted Millet Namkeen,₹198,₹199,,,,Grocery and Essentials,Snacks,Roasty
118,Haldiram's Gol Kachori (Pack of 2),₹218,₹230,5% off,4,(880),Grocery and Essentials,Snacks,Haldiram's
119,handmade chocolate fresh crispy bhujia bengali style ya...,₹309,₹599,48% off,4.2,(201),Grocery and Essentials,Snacks,handmade
120,"Roasty Tasty Flavoured Peanuts Peri Peri, 300GM",₹255,₹298,14% off,3.7,(6),Grocery and Essentials,Snacks,Roasty
121,"Roasty Tasty Roasted Flavoured Soyanuts, Lemonee Lime, ...",₹615,₹745,17% off,,,Grocery and Essentials,Snacks,Roasty
122,CHERA'S ARUMBUMURUKKU,₹45,,,4.4,(5),Grocery and Essentials,Snacks,CHERA'S
123,Sowbhagya Foods Garlic Mixture,₹165,,,4,(54),Grocery and Essentials,Snacks,Sowbhagya
124,Bikaji Chowpati Bhelpuri 300 g,₹152,₹199,23% off,4.1,(80),Grocery and Essentials,Snacks,Bikaji
125,Happilo Superfoods Jumbo Handpicked Fox Nuts (Phool Mak...,₹295,,,,,Grocery and Essentials,Snacks,Happilo
126,Roasty Tasty Sweet N Sour Mixture Roasted Non Fried Nam...,₹355,₹360,1% off,,,Grocery and Essentials,Snacks,Roasty
127,KMA Masala Khakhra | Handmade Roasted Crunchy Khakhra |...,₹345,₹360,4% off,,,Grocery and Essentials,Snacks,KMA
128,CRAX Pipes,₹60,,,,,Grocery and Essentials,Snacks,CRAX
129,GOPAL NAMKEEN Tikhi Sev,₹44,₹45,2% off,3.8,(124),Grocery and Essentials,Snacks,GOPAL
130,Sahu Gajak Bhandar Tilkut Gajjak 500g | Tilkatri | Jagg...,₹630,₹700,10% off,3.6,(8),Grocery and Essentials,Snacks,Sahu
131,KMA Kachori Mix Combo| Dry Kachori 250g| Dry Fruit Kach...,₹295,₹310,4% off,3.3,(3),Grocery and Essentials,Snacks,KMA
132,PARLE Chatkeens Aloo Bhujia,₹196,₹200,2% off,4.3,(875),Grocery and Essentials,Snacks,PARLE
133,handmade chocolate fresh crispy bhujia Bengali style ta...,₹357,₹599,40% off,4.2,(922),Grocery and Essentials,Snacks,handmade
134,Bikano Peanuts - Salted,₹44,₹55,20% off,4.2,(206),Grocery and Essentials,Snacks,Bikano
135,FreshTrain Dal Moth Namkeen | Dal Sev Namkin | Healthy ...,₹219,₹499,56% off,3.9,(90),Grocery and Essentials,Snacks,FreshTrain
136,Dr. RBL's Roasted Chana Whole,₹379,₹500,24% off,4.4,(17),Grocery and Essentials,Snacks,Dr.
137,KMA Pav Bhaji Khakhra (Pack Of 3 X 200g),₹270,,,3.3,(4),Grocery and Essentials,Snacks,KMA
138,Roasty Tasty Millet Mix Peri Peri Roasted Namkeen Snack,₹249,,,4.8,(8),Grocery and Essentials,Snacks,Roasty
139,Chheda's Mix Farsan 350g - Pack of 1,₹215,,,4.1,(379),Grocery and Essentials,Snacks,Chheda's
140,8AM Chana Chatpata,₹81,₹90,10% off,4.4,(16),Grocery and Essentials,Snacks,8AM
141,KMA Methi Khakhra (Pack of 3 x 200g),₹270,,,3.7,(3),Grocery and Essentials,Snacks,KMA
142,Royal foodery BHAKARWADI SMALL 250,₹125,₹499,74% off,4.2,(19),Grocery and Essentials,Snacks,Royal
143,Modern Kitchens Boondi Masala,₹70,,,4.3,(78),Grocery and Essentials,Snacks,Modern
144,Haldiram's Kaju Mixture,₹90,,,4.1,(174),Grocery and Essentials,Snacks,Haldiram's
145,Bikano Navratan Mix mixture,₹185,₹239,22% off,4.2,(40),Grocery and Essentials,Snacks,Bikano
146,Roasty Tasty Millet Munch Chatpata 200g,₹149,,,5,(4),Grocery and Essentials,Snacks,Roasty
147,Roasty Tasty Roasted Chana Jor Lime & Spice Whole Grain...,₹297,₹298,,4,(2),Grocery and Essentials,Snacks,Roasty
148,Haldiram's Dry Fruit Mix (Pack of 3),₹313,₹330,5% off,4.3,(342),Grocery and Essentials,Snacks,Haldiram's
149,Bikano Combo Pack,₹196,₹219,10% off,4.4,(864),Grocery and Essentials,Snacks,Bikano
150,looms & weaves - Ready to eat Homemade Ari Murukku / Ri...,₹285,₹299,4% off,3.5,(29),Grocery and Essentials,Snacks,looms
151,Roasty Tasty Roasted Bajra Mix Desi Spicy Snack of Mill...,₹225,₹249,9% off,2.6,(5),Grocery and Essentials,Snacks,Roasty
152,Organic Bites Gujrati Fafda Namkeen,₹249,₹500,50% off,3.4,(24),Grocery and Essentials,Snacks,Organic
153,S Eleven Super Market Fresh Crispy Rice Flour Chakri Na...,₹349,₹599,41% off,4.2,(39),Grocery and Essentials,Snacks,S
154,Chheda's Salt N Pepper Banana Chips - Crispy Banana Chi...,₹200,₹230,13% off,4.1,(587),Grocery and Essentials,Snacks,Chheda's
155,Haldiram's Fatafat Bhel,₹34,₹45,24% off,4.2,(122),Grocery and Essentials,Snacks,Haldiram's
156,Café Coffee Day Funza Almonds (Salted) 50gm,₹256,₹300,14% off,,,Grocery and Essentials,Snacks,Café
157,"JOLKHABAR Nimki, Chal Bhaja, Chire Bhaja Combo Pack | C...",₹474,₹799,40% off,3.7,(7),Grocery and Essentials,Snacks,JOLKHABAR
158,Haldiram's Murukku (Pack of 4),₹456,₹480,5% off,4.1,(733),Grocery and Essentials,Snacks,Haldiram's
159,Haldiram's Mathri,₹44,₹60,26% off,3.8,(45),Grocery and Essentials,Snacks,Haldiram's
160,Dr. RBL's Roasted chana without skin | bhuna chana | ro...,₹199,₹449,55% off,4.1,(149),Grocery and Essentials,Snacks,Dr.
161,KMA Methi Khakhra | Handmade Roasted Crunchy Khakhra | ...,₹345,₹360,4% off,3.7,(3),Grocery and Essentials,Snacks,KMA
162,Laxminarayan Riceflakes Chiwda,₹216,,,,,Grocery and Essentials,Snacks,Laxminarayan
163,STAR 555 Garlic Mix Namkeen | All In One Delicious Snac...,₹516,₹670,22% off,3.8,(29),Grocery and Essentials,Snacks,STAR
164,GOPAL NAMKEEN Tikha Gathiya,₹70,,,3.9,(134),Grocery and Essentials,Snacks,GOPAL
165,LIVYOR Premium Roasted and Salted Cashew Nuts Dry Fruit...,₹359,₹385,6% off,4.1,(300),Grocery and Essentials,Snacks,LIVYOR
166,FIT & Flex Muesli Nuts About Nuts(210g) | Zero Choleste...,₹258,₹280,7% off,,,Grocery and Essentials,Snacks,FIT
167,regulus Palak Bhujiya | Roasted |Crunchy Sev|90gx3pack ...,₹375,₹435,13% off,,,Grocery and Essentials,Snacks,regulus
168,balasa Methi Khakhra,₹188,₹250,24% off,4.1,(273),Grocery and Essentials,Snacks,balasa
169,Haldiram's Bhelpuri,₹45,₹50,10% off,4.3,(224),Grocery and Essentials,Snacks,Haldiram's
170,Sowbhagya Foods Bengaluru Special Mixture,₹165,,,4.3,(4),Grocery and Essentials,Snacks,Sowbhagya
171,Haldiram's Nagpur Chana Jor Gram 200gm (Pack of 6),₹228,₹240,5% off,4.1,(41),Grocery and Essentials,Snacks,Haldiram's
172,GOPAL NAMKEEN Champakali Gathiya,₹40,,,4.3,(255),Grocery and Essentials,Snacks,GOPAL
173,Nutty Gritties Mom's Superfood Trail Mix - Roasted Almo...,₹325,₹350,7% off,4.2,"(1,714)",Grocery and Essentials,Snacks,Nutty
174,Singla Hara matar 200g namkeen,₹284,₹299,5% off,3.8,(425),Grocery and Essentials,Snacks,Singla
175,Haldiram's Navrattan,₹369,,,4.3,(418),Grocery and Essentials,Snacks,Haldiram's
176,Farmley Tangy Tomato Makhana Roasted In Olive Oil,₹335,₹398,15% off,4.2,(692),Grocery and Essentials,Snacks,Farmley
177,Medhyata Special Low Fat Black Chana JHOR Garam (Oil & ...,₹168,₹250,32% off,3.9,(478),Grocery and Essentials,Snacks,Medhyata
178,Dev Rice Murukku,₹100,₹105,4% off,,,Grocery and Essentials,Snacks,Dev
179,Jabsons Bharuchi Khari Sing 400 gm ( Pack of 3),₹570,,,,,Grocery and Essentials,Snacks,Jabsons
180,Haldiram's Panchrattan,₹94,₹100,6% off,4.4,(200),Grocery and Essentials,Snacks,Haldiram's
181,Haldiram's Nagpur Masala Peanuts Standy,₹270,₹300,10% off,4,(62),Grocery and Essentials,Snacks,Haldiram's
182,The Paratha & Ready Bites Roasted Salted Peanuts -| Roa...,₹499,₹699,28% off,4,(192),Grocery and Essentials,Snacks,The
183,AAKASH Namkeen Garlic Mixture | Garlic and Spicy Flavor...,₹280,,,4.1,(99),Grocery and Essentials,Snacks,AAKASH
184,Healthy Treat Gur Chana and Roasted Chana JOR Garam Com...,₹243,₹256,5% off,3.9,(67),Grocery and Essentials,Snacks,Healthy
185,Ajooba Roasted Chana 1Kg,₹314,₹750,58% off,4.2,(238),Grocery and Essentials,Snacks,Ajooba
186,lalji Bikaneri Bhujia,₹207,₹235,11% off,4.4,(190),Grocery and Essentials,Snacks,lalji
187,Haldiram's Bhujia,₹215,₹280,23% off,4.4,(626),Grocery and Essentials,Snacks,Haldiram's
188,PARLE Chatkeens Bhujia Sev,₹200,,,3.9,(27),Grocery and Essentials,Snacks,PARLE
189,Bikano Bikaneri Bhujia Spicy,₹89,₹119,25% off,4.3,(128),Grocery and Essentials,Snacks,Bikano
190,Haldiram's Masala Peanut,₹52,₹54,3% off,4.5,(16),Grocery and Essentials,Snacks,Haldiram's
191,"Bikaji Asli Bikaneri Bhujia, (Pack of 1)",₹328,₹340,3% off,4.4,(308),Grocery and Essentials,Snacks,Bikaji
192,Haldiram's Khatta Mittha,₹68,₹75,9% off,4.3,(202),Grocery and Essentials,Snacks,Haldiram's
193,Bikano Tasty Spicy Coated Peanuts,₹109,,,4.2,(116),Grocery and Essentials,Snacks,Bikano
194,"True Elements Protein Mix, Roasted Pumpkin Watermelon A...",₹149,,,4.2,"(1,425)",Grocery and Essentials,Snacks,True
195,"Lemor Special SugarFree Nylon Chivda (400 g, 2 Packs of...",₹276,₹355,22% off,3.8,(190),Grocery and Essentials,Snacks,Lemor
196,Bikaji All in One Kuch Kuch 401g,₹189,₹240,21% off,4,(14),Grocery and Essentials,Snacks,Bikaji
197,Healthy Treat Roasted Soyabean | Protein Rich Soya Snac...,₹127,₹136,6% off,4.1,(71),Grocery and Essentials,Snacks,Healthy
198,Chheda's Kachori 350g Pack of 1,₹220,,,4.1,(118),Grocery and Essentials,Snacks,Chheda's
199,Bikano Badam Lachha,₹78,₹95,17% off,4,(133),Grocery and Essentials,Snacks,Bikano
200,Aura Kriya After Bath Massage Oil for Babies Enriched w...,₹245,₹299,18% off,,,Grocery and Essentials,Cooking Essentials,Aura
201,mickno organics 1kg Combo of Himalayan Pink Salt Powder...,₹269,₹500,46% off,3.5,(4),Grocery and Essentials,Cooking Essentials,mickno
202,KEYA SETH AROMATHERAPY Sunscreen - SPF 40 PA++++ Umbrel...,₹195,₹330,40% off,4.3,"(3,408)",Grocery and Essentials,Cooking Essentials,KEYA
203,"essancia Spicy Cardamom Essential Oil: Skin Care, Aroma...",₹217,₹349,37% off,4,(31),Grocery and Essentials,Cooking Essentials,essancia
204,LAZYwindow Essential Iron Tadka Pan/Fry Pan with Steel ...,₹205,₹450,54% off,4,"(4,221)",Grocery and Essentials,Cooking Essentials,LAZYwindow
205,"essancia Black Pepper Essential Oil: Skin Care, Aromath...",₹208,₹349,40% off,4.3,(16),Grocery and Essentials,Cooking Essentials,essancia
206,"Kashtabhanjan enterprise Floral Aroma Oil, Diffuser, Au...",₹403,₹999,59% off,3.1,(215),Grocery and Essentials,Cooking Essentials,Kashtabhanjan
207,"essancia Ayurvedic Ajwain Essential Oil: Digestive Aid,...",₹218,₹349,37% off,4.1,(9),Grocery and Essentials,Cooking Essentials,essancia
208,Nirvika Cookware set Steel Handi Set 3 PCS (3 Piece) Ki...,₹649,"₹1,499",56% off,4.1,(27),Grocery and Essentials,Cooking Essentials,Nirvika
209,KEYA SETH AROMATHERAPY Sunscreen - SPF 40 PA+++ Umbrell...,₹389,₹660,41% off,4.1,(116),Grocery and Essentials,Cooking Essentials,KEYA
210,Nirvika Handi Set Stainless Steel with Copper Bottom Co...,₹649,"₹1,699",61% off,4,"(2,596)",Grocery and Essentials,Cooking Essentials,Nirvika
