,Product,Price,Original Price,Discount,Rating,Rating & reviews,Category,Sub category,brand
1015,boAt 20000 mAh 22.5 W Power Bank,"₹1,699","₹4,499",62% off,4.1,"(1,07,335)",Electronics,Power Banks,boAt
1016,TEMPT 10000 mAh 12 W Compact Pocket Size Power Bank,₹699,"₹1,999",65% off,3.7,(55),Electronics,Power Banks,TEMPT
1017,Aethon 10000 mAh 22.5 W Power Bank,"₹1,043","₹2,499",58% off,3,(4),Electronics,Power Banks,Aethon
1018,URBN 10000 mAh 22.5 W Ultra Compact Pocket Size Power B...,"₹1,099","₹2,999",63% off,4.2,"(4,923)",Electronics,Power Banks,URBN
1019,URBN 10000 mAh 12 W Power Bank,₹799,"₹2,499",68% off,4.1,"(3,244)",Electronics,Power Banks,URBN
1020,Syska 20000 mAh 18 W Power Bank,"₹1,050","₹2,499",57% off,4.1,"(7,800)",Electronics,Power Banks,Syska
1021,Portronics 20000 mAh 22.5 W Power Bank,"₹1,449","₹3,999",63% off,4.3,(492),Electronics,Power Banks,Portronics
1022,Intex 10000 mAh 12 W Power Bank,₹649,"₹2,649",75% off,3.7,"(9,398)",Electronics,Power Banks,Intex
1023,Mi 10000 mAh 22.5 W Pocket Size Power Bank,"₹1,699","₹2,699",37% off,4.3,"(35,747)",Electronics,Power Banks,Mi
1024,Mi 30000 mAh 18 W Power Bank,"₹3,299","₹4,999",34% off,4.3,"(34,500)",Electronics,Power Banks,Mi
1025,boAt 10000 mAh 22.5 W Power Bank,"₹1,198","₹2,999",60% off,4.1,"(52,043)",Electronics,Power Banks,boAt
1026,Ambrane 10000 mAh 12 W Compact Pocket Size Power Bank,₹899,"₹1,499",40% off,4.1,"(2,96,853)",Electronics,Power Banks,Ambrane
1027,boAt 10000 mAh 22.5 W Wired & Wireless With MagSafe Com...,"₹1,999","₹4,999",60% off,3.9,"(3,028)",Electronics,Power Banks,boAt
1028,ZEBRONICS 10000 mAh 20 W Slim Power Bank,₹599,"₹1,999",70% off,3.7,(230),Electronics,Power Banks,ZEBRONICS
1029,boAt 10000 mAh 22.5 W Power Bank,"₹1,199","₹2,999",60% off,4.1,"(52,043)",Electronics,Power Banks,boAt
1030,boAt 10000 mAh 22.5 W Wired & Wireless With MagSafe Com...,"₹1,999","₹4,999",60% off,3.9,"(3,028)",Electronics,Power Banks,boAt
1031,boAt 20000 mAh 22.5 W Pocket Size Power Bank,"₹1,998","₹4,999",60% off,4.3,"(2,216)",Electronics,Power Banks,boAt
1032,boAt 20000 mAh 22.5 W Pocket Size Power Bank,"₹1,999","₹4,999",60% off,4.3,"(2,216)",Electronics,Power Banks,boAt
1033,boAt 10000 mAh 22.5 W Power Bank,"₹1,198","₹2,999",60% off,4.1,"(52,043)",Electronics,Power Banks,boAt
1034,Lifelong 10000 mAh 22.5 W Compact Pocket Size Power Ban...,"₹1,299","₹2,999",56% off,4.2,"(2,304)",Electronics,Power Banks,Lifelong
1035,boAt 10000 mAh 22.5 W Power Bank,"₹1,198","₹2,999",60% off,4.1,"(52,043)",Electronics,Power Banks,boAt
1036,URBN 20000 mAh 22.5 W Nano Pocket Size Power Bank,"₹1,799","₹4,999",64% off,4.3,"(4,590)",Electronics,Power Banks,URBN
1037,Portronics 10000 mAh 22.5 W Wireless Power Bank,"₹1,469","₹3,999",63% off,4.2,"(4,090)",Electronics,Power Banks,Portronics
1038,boAt 20000 mAh 22.5 W Pocket Size Power Bank,"₹1,998","₹4,999",60% off,4.3,"(2,216)",Electronics,Power Banks,boAt
1039,Iqoniqe 25000 mAh 22 W Compact Pocket Size Power Bank,"₹1,049","₹4,999",79% off,4.1,(17),Electronics,Power Banks,Iqoniqe
1040,Mi 20000 mAh 33 W Power Bank,"₹1,999","₹3,999",50% off,4.3,"(3,16,312)",Electronics,Power Banks,Mi
1041,REDMI 20000 mAh 18 W Power Bank,"₹2,049","₹2,399",14% off,4.3,"(74,966)",Electronics,Power Banks,REDMI
1042,REDMI 20000 mAh 18 W Power Bank,"₹2,049","₹3,199",35% off,4.3,"(74,966)",Electronics,Power Banks,REDMI
1043,Ambrane 10000 mAh 22.5 W Mini Power Bank,"₹1,299","₹2,999",56% off,4.2,"(3,646)",Electronics,Power Banks,Ambrane
1044,Ambrane 10000 mAh 22.5 W Mini Pocket Size Power Bank,₹999,"₹2,999",66% off,4.2,"(3,646)",Electronics,Power Banks,Ambrane
1045,Ambrane 10000 mAh 22.5 W Mini Pocket Size Power Bank,"₹1,299","₹2,999",56% off,4.2,"(3,646)",Electronics,Power Banks,Ambrane
1046,Ambrane 10000 mAh 22.5 W Mini Pocket Size Power Bank,"₹1,299","₹2,999",56% off,4.2,"(3,646)",Electronics,Power Banks,Ambrane
1047,Portronics 10000 mAh 12 W Slim Power Bank,₹618,"₹1,499",58% off,4,(714),Electronics,Power Banks,Portronics
1048,WINgFI 10000 mAh 25 W Slim Pocket Size Power Bank,₹799,"₹2,499",68% off,3.5,(74),Electronics,Power Banks,WINgFI
1049,Ambrane 10000 mAh 22.5 W Wireless With MagSafe Power Ba...,"₹1,999","₹3,999",50% off,4.1,"(1,016)",Electronics,Power Banks,Ambrane
1050,URBN 10000 mAh 12 W Power Bank,₹799,"₹2,499",68% off,4.1,"(3,244)",Electronics,Power Banks,URBN
1051,WINgFI 10000 mAh 25 W Pocket Size Power Bank,₹799,"₹2,499",68% off,3.5,(74),Electronics,Power Banks,WINgFI
1052,URBN 20000 mAh 22.5 W Pocket Size Power Bank,"₹1,499","₹3,999",62% off,4.1,"(6,375)",Electronics,Power Banks,URBN
1053,DURACELL 20000 mAh 22.5 W Power Bank,"₹3,099","₹3,499",11% off,4.3,"(2,714)",Electronics,Power Banks,DURACELL
1054,Mi 10000 mAh Wireless Power Bank,"₹2,499","₹3,999",37% off,4.2,"(3,650)",Electronics,Power Banks,Mi
1055,Ambrane 10000 mAh 22.5 W Wireless With MagSafe Power Ba...,"₹3,999",,,4.1,"(1,016)",Electronics,Power Banks,Ambrane
1056,AMYTEL 10000 mAh 25 W Mini Pocket Size Power Bank,₹539,"₹2,299",76% off,3.4,"(1,052)",Electronics,Power Banks,AMYTEL
1057,Mi 10000 mAh 18 w Power Bank,"₹1,199","₹2,199",45% off,4.3,"(3,95,037)",Electronics,Power Banks,Mi
1058,Ambrane 20000 mAh 22.5 W Power Bank,"₹1,699","₹2,699",37% off,4,"(1,427)",Electronics,Power Banks,Ambrane
1059,Mi 10000 mAh 18 W Power Bank,"₹1,299","₹2,199",40% off,4.3,"(3,95,037)",Electronics,Power Banks,Mi
1060,boAt 10000 mAh 22.5 W Pocket Size Power Bank,"₹1,399","₹3,499",60% off,4.2,(682),Electronics,Power Banks,boAt
1061,boAt 10000 mAh 22.5 W Pocket Size Power Bank,"₹1,399","₹3,499",60% off,4.2,(682),Electronics,Power Banks,boAt
1062,boAt 10000 mAh 22.5 W Pocket Size Power Bank,"₹1,399","₹3,499",60% off,4.2,(682),Electronics,Power Banks,boAt
1063,Ambrane 20000 mAh 22.5 W Power Bank,"₹1,799","₹3,999",55% off,4.1,"(1,773)",Electronics,Power Banks,Ambrane
1064,Ambrane 20000 mAh 22.5 W Power Bank,"₹1,799","₹3,999",55% off,4.1,"(1,773)",Electronics,Power Banks,Ambrane
1065,Callmate 10000 mAh Power Bank,₹499,"₹1,999",75% off,3.5,"(7,368)",Electronics,Power Banks,Callmate
1066,Ambrane 20000 mAh 22.5 W Power Bank,"₹1,799","₹3,999",55% off,4.1,"(1,773)",Electronics,Power Banks,Ambrane
1067,WINgFI 20000 mAh 22.5 W Compact Power Bank,"₹1,199","₹4,499",73% off,3.9,(318),Electronics,Power Banks,WINgFI
1068,Portronics 10000 mAh 22.5 W Wired & Wireless Compact Po...,"₹1,599","₹2,999",46% off,4.1,(739),Electronics,Power Banks,Portronics
1069,WINgFI 20000 mAh 22.5 W Compact Power Bank,"₹1,199","₹4,499",73% off,3.9,(318),Electronics,Power Banks,WINgFI
1070,Callmate 10000 mAh 15 W Power Bank,₹499,"₹1,999",75% off,3.5,"(7,368)",Electronics,Power Banks,Callmate
1071,URBN 10000 mAh 12 W Ultra Compact Pocket Size Power Ban...,₹999,"₹2,499",60% off,4,"(5,342)",Electronics,Power Banks,URBN
1072,Ambrane 20000 mAh 22.5 W Power Bank,"₹2,699",,,4,"(1,427)",Electronics,Power Banks,Ambrane
1073,Callmate 10000 mAh 15 W Power Bank,₹499,"₹1,999",75% off,3.5,"(7,368)",Electronics,Power Banks,Callmate
1074,MIMO BINORI 10000 mAh 8 W Power Bank,₹489,"₹1,990",75% off,3.8,(22),Electronics,Power Banks,MIMO
1075,SAMSUNG 10000 mAh 25 W Wired & Wireless Power Bank,"₹3,999",,,4.2,"(1,614)",Electronics,Power Banks,SAMSUNG
1076,Ambrane 20000 mAh 22.5 W Power Bank,"₹1,699","₹2,699",37% off,4,"(1,427)",Electronics,Power Banks,Ambrane
1077,WINgFI 10000 mAh 15 W Compact Pocket Size Power Bank,₹999,"₹2,999",66% off,3.9,(318),Electronics,Power Banks,WINgFI
1078,DINSUL 50000 mAh 20 W With MagSafe Pocket Size Power Ba...,"₹1,259","₹4,999",74% off,3.9,(61),Electronics,Power Banks,DINSUL
1079,Intex 20000 mAh 22 W Power Bank,"₹1,398","₹4,999",72% off,3.7,"(18,491)",Electronics,Power Banks,Intex
1080,Ambrane 20000 mAh 20 W Compact Pocket Size Power Bank,"₹1,399","₹1,999",30% off,4.1,"(45,424)",Electronics,Power Banks,Ambrane
1081,Intex 10000 mAh 22 W Power Bank,₹749,"₹3,249",76% off,3.7,"(18,491)",Electronics,Power Banks,Intex
1082,URBN 20000 mAh 22.5 W Nano Pocket Size Power Bank,"₹1,799","₹4,999",64% off,4.3,"(4,590)",Electronics,Power Banks,URBN
1083,Intex 20000 mAh 22 W Power Bank,"₹1,398","₹4,999",72% off,3.7,"(18,491)",Electronics,Power Banks,Intex
1084,Ambrane 27000 mAh Power Bank,"₹2,399","₹4,999",52% off,4.1,(693),Electronics,Power Banks,Ambrane
1085,Lifelong 20000 mAh 22.5 W Compact Pocket Size Power Ban...,"₹1,899","₹3,999",52% off,4.2,"(2,304)",Electronics,Power Banks,Lifelong
1086,True Desire 10000 mAh 15 W Wired & Wireless With MagSaf...,"₹1,998","₹5,999",66% off,3.7,(103),Electronics,Power Banks,True
1087,SAMSUNG 20000 mAh 45 W Wireless Power Bank,"₹3,999","₹4,999",20% off,3.9,(372),Electronics,Power Banks,SAMSUNG
1088,Ambrane 27000 mAh Power Bank,"₹2,399","₹4,999",52% off,4.1,(693),Electronics,Power Banks,Ambrane
1089,boAt 10000 mAh 22.5 W Pocket Size Power Bank,"₹1,349","₹1,999",32% off,4,"(1,746)",Electronics,Power Banks,boAt
1090,ZEBRONICS 10000 mAh 20 W Slim Power Bank,"₹1,099","₹2,399",54% off,3.7,(36),Electronics,Power Banks,ZEBRONICS
1091,Spigen 10000 mAh 20 W Wireless Power Bank,"₹1,699","₹2,799",39% off,4.1,"(2,112)",Electronics,Power Banks,Spigen
1092,OCEAN MATE 8000 mAh 8 W With MagSafe Mini Pocket Size P...,₹499,"₹1,199",58% off,3.5,(262),Electronics,Power Banks,OCEAN
1093,DG 22800 mAh 20 W Power Bank,₹899,"₹3,999",77% off,3.7,(49),Electronics,Power Banks,DG
1094,Callmate 40000 mAh 23 W Power Bank,"₹2,299","₹4,999",54% off,4,(110),Electronics,Power Banks,Callmate
1095,Callmate 20000 mAh 15 W Power Bank,₹999,"₹1,999",50% off,3.7,"(6,176)",Electronics,Power Banks,Callmate
1096,AMYTEL 10000 mAh 18 W Compact Pocket Size Power Bank,₹499,"₹2,999",83% off,,,Electronics,Power Banks,AMYTEL
1097,Portronics 10000 mAh 22.5 W Power Bank,₹879,"₹1,999",56% off,4.1,(209),Electronics,Power Banks,Portronics
1098,WINgFI 10000 mAh 15 W Compact Pocket Size Power Bank,₹999,"₹2,999",66% off,3.9,(318),Electronics,Power Banks,WINgFI
1099,OCEAN MATE 20000 mAh 12 W Mini Pocket Size Power Bank,₹489,"₹1,499",67% off,3.4,(342),Electronics,Power Banks,OCEAN
1100,Ambrane 20000 mAh 20 W Compact Pocket Size Power Bank,"₹1,599","₹1,999",20% off,4.1,"(45,424)",Electronics,Power Banks,Ambrane
1101,URBN 10000 mAh 15 W Wired & Wireless With MagSafe Pocke...,"₹2,499","₹6,999",64% off,4.3,(676),Electronics,Power Banks,URBN
1102,ZEBRONICS 10000 mAh 20 W Slim Power Bank,"₹1,099","₹2,399",54% off,3.7,(36),Electronics,Power Banks,ZEBRONICS
1103,URBN 20000 mAh 22.5 W Nano Pocket Size Power Bank,"₹1,799","₹4,999",64% off,4.3,"(4,590)",Electronics,Power Banks,URBN
1104,ORAIMO 20000 mAh 12 w Power Bank,₹999,"₹2,499",60% off,4.1,"(51,530)",Electronics,Power Banks,ORAIMO
1105,Ambrane 10000 mAh 22.5 W Power Bank,₹999,"₹1,799",44% off,4,"(2,521)",Electronics,Power Banks,Ambrane
1106,Ambrane 27000 mAh Power Bank,"₹2,399","₹4,999",52% off,4.1,(693),Electronics,Power Banks,Ambrane
1107,ORAIMO 20000 mAh 12 w Power Bank,"₹1,199","₹2,499",52% off,4.1,"(51,530)",Electronics,Power Banks,ORAIMO
1108,Callmate 50000 mAh 23 W Power Bank,"₹2,999","₹4,999",40% off,4,(323),Electronics,Power Banks,Callmate
1109,Intex 20000 mAh 12 W Power Bank,₹999,"₹4,449",77% off,3.7,"(11,748)",Electronics,Power Banks,Intex
1110,AMYTEL 10100 mAh 18 W Compact Pocket Size Power Bank,₹499,"₹2,999",83% off,,,Electronics,Power Banks,AMYTEL
1111,Ambrane 10000 mAh 22.5 W Power Bank,₹899,"₹1,799",50% off,4,"(2,521)",Electronics,Power Banks,Ambrane
1112,Ambrane 10000 mAh 22.5 W Power Bank,₹999,"₹1,799",44% off,4,"(2,521)",Electronics,Power Banks,Ambrane
1113,Intex 20000 mAh 12 W Power Bank,"₹1,199","₹4,449",73% off,3.7,"(9,398)",Electronics,Power Banks,Intex
1114,WINgFI 10000 mAh 25 W Slim Pocket Size Power Bank,₹599,"₹2,999",80% off,,,Electronics,Power Banks,WINgFI
1115,Boult 20000 mAh 22.5 W Power Bank,"₹1,499","₹4,499",66% off,4.2,"(1,751)",Electronics,Power Banks,Boult
1116,Callmate 5000 mAh 15 W Power Bank,₹699,"₹1,999",65% off,3.8,(593),Electronics,Power Banks,Callmate
1117,Callmate 5000 mAh 15 W Power Bank,₹699,"₹1,999",65% off,3.8,(593),Electronics,Power Banks,Callmate
1118,Callmate 20000 mAh 15 W Power Bank,₹799,"₹1,999",60% off,3.9,(607),Electronics,Power Banks,Callmate
1119,URBN 27000 mAh 22.5 W Pocket Size Power Bank,"₹2,199","₹5,999",63% off,3.9,(677),Electronics,Power Banks,URBN
1120,ZEBRONICS 10000 mAh 20 W Slim Power Bank,"₹1,099","₹2,399",54% off,3.7,(36),Electronics,Power Banks,ZEBRONICS
1121,OCEAN MATE 20000 mAh 8 W Compact Pocket Size Power Bank,₹449,₹999,55% off,3.4,(107),Electronics,Power Banks,OCEAN
1122,URBN 20000 mAh 22.5 W Pocket Size Power Bank,"₹1,699","₹3,999",57% off,4.1,"(6,375)",Electronics,Power Banks,URBN
1123,Binori 20000 mAh 5 W Power Bank,₹489,"₹1,990",75% off,3.3,(91),Electronics,Power Banks,Binori
1124,Cult 5000 mAh 20 W Wireless With MagSafe Slim Pocket Si...,"₹1,424","₹7,999",82% off,,,Electronics,Power Banks,Cult
1125,URBN 10000 mAh 12 W Ultra Compact Pocket Size Power Ban...,₹999,"₹2,499",60% off,4,"(5,342)",Electronics,Power Banks,URBN
1126,URBN 10000 mAh 22.5 W Ultra Compact Pocket Size Power B...,₹799,"₹2,999",73% off,4,"(1,751)",Electronics,Power Banks,URBN
1127,Portronics 27000 mAh 65 W Power Bank,"₹3,499","₹5,999",41% off,4.2,(122),Electronics,Power Banks,Portronics
1128,Mi 10000 mAh 22.5 W Compact Pocket Size Power Bank,"₹1,699","₹2,999",43% off,4.3,"(1,075)",Electronics,Power Banks,Mi
1129,Mi 10000 mAh 22.5 W Compact Pocket Size Power Bank,"₹1,699","₹2,999",43% off,4.3,"(1,075)",Electronics,Power Banks,Mi
1130,FliX (Beetel) 10000 mAh 12 W Power Bank,₹490,"₹1,799",72% off,3.8,"(3,255)",Electronics,Power Banks,FliX
1131,Strongvolt 10000 mAh 12 W Compact Power Bank,₹499,"₹1,999",75% off,3.7,(9),Electronics,Power Banks,Strongvolt
1132,DG 22000 mAh 13 W Power Bank,₹499,"₹1,999",75% off,2.3,(3),Electronics,Power Banks,DG
1133,Spigen 10000 mAh 20 W Wireless With MagSafe Ultra Compa...,"₹2,399","₹3,999",40% off,3.9,"(1,925)",Electronics,Power Banks,Spigen
1134,AMYTEL 5010 mAh 15 W Compact Pocket Size Power Bank,₹399,"₹2,999",86% off,3.6,(39),Electronics,Power Banks,AMYTEL
1135,DG 22300 mAh 12 W Power Bank,₹497,"₹2,999",83% off,3.6,(14),Electronics,Power Banks,DG
1136,MOJOMIGADGET 30000 mAh 14 W Power Bank,₹959,"₹2,999",68% off,4,(5),Electronics,Power Banks,MOJOMIGADGET
1137,Flipkart SmartBuy 20000 mAh 22.5 W Power Bank,"₹1,199","₹1,999",40% off,3.7,"(10,040)",Electronics,Power Banks,Flipkart
1138,FliX (Beetel) 10000 mAh 12 W Power Bank,₹490,"₹1,799",72% off,3.8,"(3,255)",Electronics,Power Banks,FliX
1139,FluSun india 20000 mAh 18 W Power Bank,₹899,"₹2,999",70% off,,,Electronics,Power Banks,FluSun
1140,Iqoniqe 60000 mAh 22 W Compact Pocket Size Power Bank,"₹1,979","₹2,999",34% off,3.8,(33),Electronics,Power Banks,Iqoniqe
1141,OCEAN MATE 20000 mAh 8 W Mini Pocket Size Power Bank,₹479,₹999,52% off,3.4,(69),Electronics,Power Banks,OCEAN
1142,Lifelong 10000 mAh 22.5 W Wireless Compact Pocket Size ...,"₹1,299","₹2,999",56% off,4.5,(54),Electronics,Power Banks,Lifelong
1143,DURACELL 10000 mAh 22.5 W Power Bank,"₹1,999","₹2,499",20% off,4.3,"(2,714)",Electronics,Power Banks,DURACELL
1144,URBN 20000 mAh 12 W Pocket Size Power Bank,"₹1,499","₹3,499",57% off,4,"(5,922)",Electronics,Power Banks,URBN
1145,Callmate 10000 mAh 12 W Power Bank,₹649,"₹1,999",67% off,3.7,"(8,798)",Electronics,Power Banks,Callmate
1146,Ubon 10000 mAh 10 W Power Bank,"₹1,570","₹2,999",47% off,4.2,"(2,272)",Electronics,Power Banks,Ubon
1147,Mozu 10000 mAh 12 W Compact Pocket Size Power Bank,₹599,"₹3,499",82% off,3.2,(14),Electronics,Power Banks,Mozu
1148,STUFFCOOL 20000 mAh 22.5 W Power Bank,"₹1,599","₹3,299",51% off,4.2,(130),Electronics,Power Banks,STUFFCOOL
1149,OCEAN MATE 8000 mAh 8 W With MagSafe Mini Pocket Size P...,₹499,"₹1,199",58% off,3.5,(262),Electronics,Power Banks,OCEAN
1150,OCEAN MATE 8000 mAh 8 W With MagSafe Mini Pocket Size P...,₹359,"₹1,299",72% off,3.5,(262),Electronics,Power Banks,OCEAN
1151,URBN 10000 mAh 12 W Ultra Compact Pocket Size Power Ban...,₹999,"₹2,499",60% off,4,"(5,342)",Electronics,Power Banks,URBN
1152,AMYTEL 10300 mAh 25 W Mini Pocket Size Power Bank,₹599,"₹2,299",73% off,3.8,(20),Electronics,Power Banks,AMYTEL
1153,Flipkart SmartBuy 10000 mAh 22.5 W Power Bank,₹799,"₹1,599",50% off,3.7,"(5,026)",Electronics,Power Banks,Flipkart
1154,Intex 10000 mAh 22 W Power Bank,₹749,"₹3,249",76% off,3.7,"(18,491)",Electronics,Power Banks,Intex
1155,Spigen 10000 mAh 22.5 W Power Bank,"₹1,399","₹2,099",33% off,4.3,(263),Electronics,Power Banks,Spigen
1156,Callmate 10000 mAh 15 W Power Bank,₹749,"₹1,999",62% off,3.7,(259),Electronics,Power Banks,Callmate
1157,Ambrane 10000 mAh 22.5 W Wireless With MagSafe Power Ba...,"₹2,999",,,4.1,"(1,327)",Electronics,Power Banks,Ambrane
1158,URBN 10000 mAh 22.5 W Ultra Compact Pocket Size Power B...,"₹1,299","₹2,999",56% off,4.2,"(4,923)",Electronics,Power Banks,URBN
1159,URBN 20000 mAh 12 W Pocket Size Power Bank,"₹1,499","₹3,499",57% off,4,"(5,922)",Electronics,Power Banks,URBN
1160,Ambrane 10000 mAh 22.5 W With MagSafe Power Bank,"₹2,999",,,4.2,(898),Electronics,Power Banks,Ambrane
1161,TRIGGR 10000 mAh 22.5 W Pocket Size Power Bank,"₹3,499",,,4.1,"(1,669)",Electronics,Power Banks,TRIGGR
1162,Ambrane 10000 mAh 22.5 W With MagSafe Power Bank,"₹1,799","₹2,999",40% off,4.2,(898),Electronics,Power Banks,Ambrane
1163,Spigen 20000 mAh 22.5 W Power Bank,"₹1,999","₹2,699",25% off,4.4,"(1,472)",Electronics,Power Banks,Spigen
1164,ENERGEEZ 10000 mAh 22.5 W Ultra Compact Pocket Size Pow...,"₹1,439","₹2,999",52% off,5,(4),Electronics,Power Banks,ENERGEEZ
1165,Spigen 20000 mAh 22.5 W Power Bank,"₹1,999","₹2,699",25% off,4.4,"(1,472)",Electronics,Power Banks,Spigen
1166,Boult 10000 mAh 22.5 W Power Bank,"₹1,099","₹2,999",63% off,4.1,(984),Electronics,Power Banks,Boult
1167,Boult 10000 mAh 22.5 W Power Bank,"₹1,099","₹2,999",63% off,4.1,(984),Electronics,Power Banks,Boult
1168,Anker 10000 mAh Power Bank,"₹1,199","₹3,999",70% off,4,(106),Electronics,Power Banks,Anker
1169,URBN 10000 mAh 22.5 W Power Bank,"₹1,199","₹2,999",60% off,4.1,"(1,725)",Electronics,Power Banks,URBN
1170,AMYTEL 5100 mAh 15 W Compact Pocket Size Power Bank,₹379,"₹2,999",87% off,3.4,(10),Electronics,Power Banks,AMYTEL
1171,Ambrane 10000 mAh 22.5 W Power Bank,"₹1,299","₹1,999",35% off,4.2,"(1,336)",Electronics,Power Banks,Ambrane
1172,Ambrane 10000 mAh 22.5 W Power Bank,"₹1,299","₹1,999",35% off,4.2,"(1,336)",Electronics,Power Banks,Ambrane
1173,Ambrane 10000 mAh 22.5 W Power Bank,"₹1,299","₹1,999",35% off,4.2,"(1,336)",Electronics,Power Banks,Ambrane
1174,URBN 10000 mAh 22.5 W Power Bank,₹999,"₹2,999",66% off,4.1,"(1,725)",Electronics,Power Banks,URBN
1175,Callmate 10000 mAh 15 W Power Bank,₹749,"₹1,999",62% off,3.7,(259),Electronics,Power Banks,Callmate
1176,PTron 10000 mAh 22.5 W Power Bank,"₹3,799",,,4.6,(5),Electronics,Power Banks,PTron
1177,AMYTEL 5000 mAh 10 W Mini Pocket Size Power Bank,₹664,"₹1,599",58% off,,,Electronics,Power Banks,AMYTEL
1178,Callmate 10000 mAh 12 W Power Bank,₹649,"₹1,999",67% off,3.7,"(8,798)",Electronics,Power Banks,Callmate
1179,AMYTEL 10100 mAh 25 W Mini Pocket Size Power Bank,₹549,"₹2,299",76% off,3.5,(96),Electronics,Power Banks,AMYTEL
1180,Strongvolt 10000 mAh 12 W Compact Power Bank,₹499,"₹1,999",75% off,3.7,(9),Electronics,Power Banks,Strongvolt
1181,Callmate 10000 mAh 23 W Power Bank,₹899,"₹1,999",55% off,4,(771),Electronics,Power Banks,Callmate
1182,URBN 5000 mAh Wired & Wireless With MagSafe Power Bank,"₹1,999","₹4,999",60% off,4.1,(397),Electronics,Power Banks,URBN
1183,Callmate 10000 mAh 23 W Nano Pocket Size Power Bank,₹899,"₹1,999",55% off,4,(771),Electronics,Power Banks,Callmate
1184,Boult 10000 mAh 22.5 W Power Bank,"₹1,099","₹2,999",63% off,4.1,(984),Electronics,Power Banks,Boult
1185,Portronics 10000 mAh 22.5 W Wireless Power Bank,"₹1,899","₹3,999",52% off,4.2,"(4,090)",Electronics,Power Banks,Portronics
1186,Lifelong 20000 mAh 22.5 W Wireless With MagSafe Slim Po...,"₹2,099","₹4,999",58% off,4.4,(79),Electronics,Power Banks,Lifelong
1187,Callmate 10000 mAh 15 W Mini Power Bank,₹999,"₹1,999",50% off,3.9,(70),Electronics,Power Banks,Callmate
1188,Spigen 10000 mAh 22.5 W Power Bank,"₹1,499","₹2,399",37% off,4.4,(177),Electronics,Power Banks,Spigen
1189,Spigen 10000 mAh 22.5 W Power Bank,"₹1,499","₹2,399",37% off,4.4,(177),Electronics,Power Banks,Spigen
1190,AMYTEL 5000 mAh 15 W Nano Pocket Size Power Bank,₹664,"₹1,599",58% off,3.2,(12),Electronics,Power Banks,AMYTEL
1191,DailyObjects 10000 mAh 20 W Wireless Power Bank,"₹5,999","₹6,999",14% off,4.4,(124),Electronics,Power Banks,DailyObjects
1192,zofia 10000 mAh Pocket Size Power Bank,"₹1,124","₹2,999",62% off,,,Electronics,Power Banks,zofia
1193,misspro 20000 mAh 22.5 W Compact Power Bank,"₹1,079","₹4,499",76% off,4.2,(5),Electronics,Power Banks,misspro
1194,AMYTEL 10500 mAh 18 W Compact Pocket Size Power Bank,₹699,"₹2,999",76% off,,,Electronics,Power Banks,AMYTEL
1195,Cult 5000 mAh 20 W Wireless With MagSafe Slim Pocket Si...,"₹1,424","₹8,999",84% off,,,Electronics,Power Banks,Cult
1196,DG 15700 mAh 12 W With MagSafe Pocket Size Power Bank,₹489,"₹2,599",81% off,2.9,(7),Electronics,Power Banks,DG
1197,ORAIMO 10000 mAh 12 W Power Bank,₹699,"₹1,699",58% off,4,"(5,162)",Electronics,Power Banks,ORAIMO
1198,Ambrane 10000 mAh 22.5 W Slim Pocket Size Power Bank,"₹1,199","₹1,999",40% off,4.1,"(3,732)",Electronics,Power Banks,Ambrane
1199,AMYTEL 10300 mAh 22 W Compact Pocket Size Power Bank,₹699,"₹2,999",76% off,,,Electronics,Power Banks,AMYTEL
1200,OCEAN MATE 8000 mAh 8 W Mini Pocket Size Power Bank,₹389,"₹1,299",70% off,3.5,(67),Electronics,Power Banks,OCEAN
1201,Rivano 5000 mAh 20 W Wired & Wireless With MagSafe Slim...,"₹1,449","₹3,499",58% off,4.3,(4),Electronics,Power Banks,Rivano
1202,Ambrane 10000 mAh 22.5 W Compact Pocket Size Power Bank,"₹1,199","₹1,999",40% off,4.1,"(3,732)",Electronics,Power Banks,Ambrane
1203,URBN 20000 mAh 22.5 W Power Bank,"₹2,499","₹4,999",50% off,4.3,"(4,590)",Electronics,Power Banks,URBN
1204,TEMPT 10000 mAh 12 W Compact Pocket Size Power Bank,₹699,"₹1,999",65% off,3.7,(55),Electronics,Power Banks,TEMPT
1205,DG 64000 mAh 18 W With MagSafe Compact Pocket Size Powe...,"₹1,199","₹4,999",76% off,3.7,(6),Electronics,Power Banks,DG
1206,URBN 27000 mAh 22.5 W Pocket Size Power Bank,"₹2,499","₹5,999",58% off,4.1,(128),Electronics,Power Banks,URBN
1207,Callmate 10000 mAh 15 W Power Bank,₹899,"₹1,999",55% off,3.8,"(2,800)",Electronics,Power Banks,Callmate
1208,DINSUL 63000 mAh 25 W With MagSafe Compact Pocket Size ...,"₹1,149","₹4,999",77% off,,,Electronics,Power Banks,DINSUL
1209,TRIGGR 10000 mAh 22.5 W Pocket Size Power Bank,"₹3,499",,,4.1,"(1,669)",Electronics,Power Banks,TRIGGR
1210,SAMSUNG 10000 mAh 25 W Power Bank,"₹2,299","₹2,999",23% off,4.3,"(4,207)",Electronics,Power Banks,SAMSUNG
1211,SKYWATER 10000 mAh 18 W Power Bank,"₹1,999","₹2,499",20% off,4.2,(69),Electronics,Power Banks,SKYWATER
